run_index,Latency,Throughput,gc_collection_count,gc_collection_time,jvm_loaded_class_count,jvm_total_loaded_class_count,last_gc_info_duration,memory_heap_usage_used,memory_non_heap_usage_used,network_request_FetchConsumer_ResponseSendTimeMs,network_request_FetchConsumer_TotalTimeMs,network_request_Produce_ResponseSendTimeMs,network_request_Produce_TemporaryMemoryBytes,network_request_Produce_TotalTimeMs,network_socket_FetchConsumer_NetworkProcessorAvgIdlePercent,network_socket_FetchConsumer_RequestHandlerAvgIdlePercent,os_committed_vm_size,os_open_fd_count,os_process_cpu_load,os_process_cpu_time,os_system_cpu_load,server_broker_topics_AllTopicsBytesIn,server_broker_topics_AllTopicsBytesOut,server_broker_topics_AllTopicsMessagesIn,server_broker_topics_TotalFetchRequestsPerSec,server_broker_topics_TotalProduceRequestsPerSec,server_purgatory_NumDelayedFetchRequests,threading_thread_count
1953,3.24,0.02,6.2,98.0,6999.57,7130.6,32.59,190370553.07,71521682.84,51026.0,51020.5,3981.5,1899.34,3981.5,0.89,0.99,7353612703.81,190.9,0.02,13672000000.0,0.57,4330.57,186035.59,15.73,74.67,7.97,25.63,68.7
1954,3.62,0.02,6.6,91.9,6998.94,7127.1,25.1,184845006.4,71678903.82,51032.0,51028.5,5421.5,1434.43,5421.5,0.91,0.99,7353692994.72,190.32,0.02,14469000000.0,0.59,3966.3,172128.08,16.01,71.07,10.79,26.56,68.71
1955,2.25,0.71,7.5,113.7,6990.71,7118.9,27.75,177289530.04,71681919.65,54293.5,54289.5,8169.0,991.0,8167.5,0.88,0.99,7353421876.75,189.91,0.02,14592000000.0,0.61,6794.97,309882.24,15.54,75.19,15.46,26.39,68.58
1956,3.62,0.03,7.1,100.5,7008.05,7137.6,26.43,183880726.68,71652068.8,51595.0,51590.0,3979.0,1903.27,3978.5,0.89,0.99,7354345338.57,190.34,0.02,14005000000.0,0.54,3875.15,183208.17,13.87,73.02,7.03,24.69,68.73
1957,3.02,0.03,6.6,92.8,6998.49,7126.8,25.94,186233436.81,71741059.33,49008.5,49004.5,7830.0,990.97,7830.0,0.9,0.99,7354014664.15,190.27,0.02,14047000000.0,0.6,5647.32,247962.01,17.06,76.53,17.0,25.84,68.65
1958,3.44,0.02,6.4,91.1,7010.83,7141.4,28.52,187389792.76,71663774.74,53846.0,53841.5,4101.0,1901.74,4100.5,0.9,0.99,7353995692.22,191.19,0.02,13649000000.0,0.54,3455.09,148550.76,16.87,81.12,8.55,26.41,68.73
1959,3.66,0.02,6.2,79.4,7011.47,7142.0,24.07,200028382.33,71570997.75,50441.0,50437.5,3957.0,1899.2,3957.0,0.89,0.99,7353587193.79,190.81,0.02,13208000000.0,0.55,3124.11,133601.38,15.25,72.76,7.74,24.96,68.71
1960,1.16,0.04,6.6,89.2,6999.21,7124.1,20.17,181914804.4,71957297.78,52605.5,52602.5,8047.0,,8046.0,0.9,0.99,7353849856.0,190.22,0.02,14635000000.0,0.58,16588.92,788219.18,16.91,82.69,16.83,25.94,68.55
1961,2.23,0.03,6.7,85.6,7005.6,7137.9,27.37,180442560.29,71792715.42,51847.5,51840.5,7928.0,994.35,7927.5,0.89,0.99,7353540086.69,190.12,0.02,13738000000.0,0.58,6987.16,319739.24,15.98,77.4,15.88,25.54,68.52
1962,3.15,0.03,6.7,88.4,6948.15,7099.7,26.49,181201845.07,71164164.6,54727.0,54723.5,5410.0,1429.94,5409.5,0.89,0.99,7336348160.0,188.13,0.02,13826000000.0,0.55,5006.93,213655.73,15.14,72.34,10.18,24.47,68.18
1963,1.24,0.04,7.0,95.2,7015.66,7138.5,24.07,179732229.41,72045728.7,54652.0,54644.5,8356.0,,8355.5,0.89,0.99,7355302642.04,190.2,0.02,15055000000.0,0.61,16737.43,788499.23,17.06,85.5,16.98,27.27,68.58
1964,1.24,0.04,6.7,93.7,7004.36,7130.6,24.26,181364888.7,71859352.36,52729.5,52724.0,3933.0,,3932.5,0.89,0.99,7354150989.58,190.39,0.02,13953000000.0,0.57,15420.94,731739.05,16.22,85.59,8.2,24.9,68.57
1965,3.1,0.54,6.8,106.5,6983.11,7107.0,31.98,187996366.11,71705139.11,57401.5,57399.0,7995.5,1053.42,7994.5,0.91,0.99,7354936872.34,190.88,0.02,15082000000.0,0.6,5105.31,219592.01,16.2,80.35,15.14,25.66,68.68
1966,2.68,0.03,7.1,106.8,6997.57,7124.9,31.5,184539211.36,71685759.75,53226.0,53223.0,5402.5,1438.62,5402.5,0.9,0.99,7354509752.63,190.88,0.02,13880000000.0,0.55,5395.26,240550.07,16.04,76.99,10.78,24.14,68.67
1967,3.44,0.02,6.5,74.4,6959.11,7116.5,19.37,186354725.13,71127642.8,54221.5,54215.5,4015.5,1906.9,4015.0,0.89,0.99,7338249966.93,188.07,0.02,13272000000.0,0.53,4327.97,184127.14,15.48,70.82,7.84,26.57,68.29
1968,1.12,1.5,6.8,106.6,6988.27,7112.3,31.76,181136624.47,71810526.9,57276.0,57270.5,8112.0,,8111.0,0.88,0.99,7354300428.41,189.98,0.02,14690000000.0,0.61,15289.33,728166.75,15.6,84.54,15.53,25.39,68.57
1969,1.21,1.54,6.8,93.1,7016.78,7142.2,23.42,185077503.78,71999411.16,59360.5,59354.5,8550.5,,8550.5,0.91,0.99,7354354644.56,189.97,0.03,15574000000.0,0.61,15078.07,703674.73,15.39,81.53,15.29,25.34,68.59
1970,2.83,0.02,6.9,81.9,7000.86,7133.8,24.32,187043243.93,71560260.8,50622.0,50616.0,3927.5,1894.0,3927.5,0.89,0.99,7353244839.56,190.62,0.02,13406000000.0,0.55,3972.42,194502.26,14.19,76.16,7.21,23.56,68.64
1971,3.16,0.02,6.3,71.5,7011.34,7140.4,19.09,192419436.09,71625463.91,53076.5,53072.0,4037.5,1898.57,4037.5,0.88,0.99,7354524426.86,190.87,0.02,13300000000.0,0.54,4532.21,201431.43,16.2,77.83,8.21,26.19,68.75
1972,2.74,0.03,6.7,73.9,6991.77,7121.3,21.56,183528134.03,71670610.79,56739.0,56734.5,5534.0,1430.85,5533.5,0.9,0.99,7355058598.01,190.46,0.02,14074000000.0,0.54,5380.54,234811.57,16.23,81.88,10.93,26.0,68.67
1973,1.72,0.03,5.8,78.9,6995.11,7123.4,22.65,182434872.6,71211454.78,55013.0,55010.0,5757.0,,5755.0,0.89,0.99,7352881781.92,187.09,0.02,10397000000.0,0.46,15886.98,1312739.3,16.53,85.29,10.76,26.55,68.3
1974,1.23,0.04,6.3,85.7,6985.73,7111.2,22.79,191586218.4,71754817.84,55505.0,55499.5,4156.5,,4156.5,0.9,0.99,7353727965.87,191.08,0.02,14048000000.0,0.56,14934.73,707065.59,15.7,82.17,7.97,27.23,68.56
1975,2.52,0.56,6.6,90.8,6995.21,7123.6,27.56,190339851.5,71637589.36,56891.0,56883.0,5388.5,1433.15,5387.0,0.91,0.99,7354194245.82,190.66,0.02,14124000000.0,0.57,4970.24,219961.91,14.76,74.73,9.95,24.83,68.78
1976,1.24,1.37,6.8,98.9,7000.39,7126.1,21.14,181738817.95,72069167.57,58163.5,58159.5,4190.0,,4190.0,0.85,0.99,7353499505.26,190.6,0.02,14935000000.0,0.6,16644.56,788107.66,17.51,91.97,8.86,27.27,68.58
1977,3.59,0.02,6.4,77.0,6996.06,7124.6,23.78,187878122.19,71582035.21,53737.5,53734.5,4101.5,1903.33,4100.0,0.89,0.99,7354123059.2,190.31,0.02,13499000000.0,0.55,4731.99,204587.79,17.19,81.78,8.7,25.96,68.72
1978,2.22,0.03,6.1,87.2,7019.44,7148.4,26.69,192834473.72,72096432.55,55916.5,55910.5,8540.5,991.44,8540.0,0.89,0.99,7355337516.99,190.02,0.02,14449000000.0,0.58,6546.74,333452.76,14.95,81.46,14.88,26.24,68.64
1979,3.56,0.02,6.3,94.8,7015.65,7145.1,23.62,198166402.55,71644502.87,54964.5,54963.5,3940.5,1993.51,3940.5,0.9,0.99,7353518747.15,190.16,0.02,13750000000.0,0.55,4131.29,178026.71,15.21,75.99,7.35,25.33,68.72
1980,2.19,0.03,6.9,104.1,7011.22,7143.3,29.29,194157105.91,71827251.52,54120.0,54115.0,8194.5,991.75,8194.5,0.9,0.99,7354258571.64,190.29,0.02,14195000000.0,0.59,7399.38,335386.67,16.55,82.09,16.47,25.35,68.57
1981,3.24,0.02,6.2,86.4,6993.62,7123.9,26.55,189061972.13,71528571.16,51636.5,51633.0,3957.5,1892.85,3957.0,0.89,0.99,7354076364.8,191.07,0.02,13207000000.0,0.54,4515.49,197351.06,16.37,78.71,8.32,27.34,68.74
1982,2.99,0.36,6.5,101.0,7002.03,7128.0,34.72,187702316.7,71650961.55,58621.5,58614.0,4134.0,1893.77,4132.5,0.9,0.99,7354111106.33,191.02,0.02,14301000000.0,0.55,3143.94,138475.65,15.33,81.38,7.79,26.8,68.76
1983,3.56,0.02,6.5,83.2,7006.01,7138.9,27.55,189894805.34,71628971.81,54799.0,54793.0,4224.5,1899.57,4224.5,0.89,0.99,7354518019.1,191.09,0.02,13533000000.0,0.57,4292.36,181570.13,15.59,74.41,7.9,26.75,68.7
1984,1.27,0.04,6.2,92.8,6993.68,7122.0,27.02,197726369.59,71718713.93,55434.5,55430.5,4077.0,,4075.0,0.88,0.99,7352739697.26,190.34,0.02,14229000000.0,0.57,15609.96,741072.89,16.41,89.43,8.3,24.77,68.53
1985,3.4,0.02,6.2,56.2,7002.68,7130.1,15.84,190262771.82,71613620.69,55337.0,55334.0,4086.0,1905.46,4086.0,0.89,0.99,7354138527.81,190.1,0.02,12785000000.0,0.51,3439.45,148704.5,16.8,82.58,8.51,27.04,68.71
1986,1.31,0.04,7.0,108.7,6999.58,7127.7,35.06,178646702.55,71922332.76,50813.0,50808.5,8391.5,,8388.5,0.9,0.99,7353855965.87,189.92,0.02,14710000000.0,0.63,14084.01,741101.86,14.37,69.7,14.3,25.22,68.58
1987,3.28,0.02,6.6,80.8,6992.24,7121.2,23.51,188953024.55,71540944.11,55291.5,55287.5,4117.0,1909.33,4116.0,0.9,0.99,7352242449.07,190.27,0.02,13581000000.0,0.54,4569.15,195838.99,16.37,83.01,8.27,25.4,68.6
1988,1.24,1.54,6.5,113.7,6989.54,7116.0,32.12,186013896.29,71726130.12,59753.5,59747.0,4173.0,,4173.0,0.89,0.99,7353754838.11,190.48,0.02,14811000000.0,0.58,15140.88,718094.11,15.92,87.22,8.08,26.24,68.58
1989,2.75,0.57,7.1,106.5,7029.47,7154.2,28.54,186833163.68,71971824.85,60868.5,60859.0,5691.0,1436.18,5690.5,0.89,0.99,7355711522.13,191.24,0.02,14724000000.0,0.57,4816.41,238881.46,14.32,86.09,9.63,27.11,68.72
1990,2.07,0.02,6.4,91.2,6988.81,7120.7,25.29,183157209.6,70947997.21,62750.0,62749.0,8311.0,1410.64,8310.0,0.89,0.99,7352727995.73,187.46,0.02,10433000000.0,0.46,4063.96,361907.46,14.98,84.17,11.46,26.03,68.25
1991,3.33,0.03,6.5,107.0,6982.14,7105.5,40.57,191908539.65,71458769.6,56457.0,56450.5,4221.5,1967.8,4221.5,0.91,0.98,7354535861.53,190.38,0.02,14069000000.0,0.54,4312.32,207597.33,15.86,85.33,7.87,24.97,68.73
1992,3.59,0.02,6.6,128.3,7018.7,7150.3,38.27,187875052.44,71715036.71,52232.0,52229.0,4177.5,1898.94,4176.5,0.89,0.99,7354370119.37,190.61,0.02,13799000000.0,0.55,4493.47,189730.4,16.06,74.42,8.14,24.39,68.75
1993,1.78,0.02,5.9,104.3,7000.89,7129.4,37.74,187236716.22,71053661.08,64495.0,64493.0,8426.0,1423.59,8425.0,0.9,0.99,7354005001.31,186.89,0.02,10668000000.0,0.46,4219.97,390229.24,15.64,89.17,11.87,26.47,68.31
1994,3.47,0.02,6.8,82.3,6998.64,7125.4,22.56,189643161.03,71548508.27,53458.5,53455.0,4123.5,1913.07,4123.5,0.89,0.99,7354623019.44,190.23,0.02,14522000000.0,0.57,4617.16,196638.63,16.54,80.32,8.35,27.3,68.67
1995,2.8,0.56,6.6,97.6,6999.73,7130.3,29.61,188996003.1,71702111.25,54549.5,54543.0,8205.0,992.55,8205.0,0.89,0.99,7353941894.98,190.84,0.02,14514000000.0,0.6,5206.96,227754.01,15.75,74.56,15.67,25.54,68.66
1996,1.2,0.04,6.8,93.9,7007.2,7130.8,28.39,181297331.31,71870135.04,55353.5,55345.5,4159.0,,4159.0,0.9,0.99,7354558094.74,191.11,0.02,14189000000.0,0.56,14639.35,691753.87,15.4,79.01,7.81,26.71,68.63
1997,3.25,0.02,6.2,91.7,6995.97,7124.8,26.36,189311891.04,71588527.41,52779.0,52772.0,4157.5,1854.34,4157.0,0.89,0.99,7354665031.37,190.76,0.02,13706000000.0,0.56,3388.98,144943.8,16.34,76.51,8.44,25.71,68.76
1998,1.75,0.02,6.1,83.0,6995.53,7120.3,22.21,188295301.58,71146187.39,59583.0,59579.0,15516.0,990.96,15516.0,0.9,0.99,7354033778.81,187.17,0.02,11110000000.0,0.48,5322.14,494800.29,16.09,94.2,16.01,26.37,68.3
1999,1.24,0.04,6.8,110.6,6977.32,7099.6,33.89,178935642.67,71706531.72,56067.5,56062.5,4242.5,,4242.0,0.89,0.99,7353367449.6,190.96,0.02,14560000000.0,0.56,14956.62,707773.25,15.73,78.72,8.0,25.42,68.55
2000,1.27,0.04,6.8,108.9,6956.9,7107.0,30.06,178581788.54,71467732.09,54148.5,54142.5,4129.5,,4129.5,0.89,0.99,7341425039.1,188.71,0.02,14905000000.0,0.58,15376.16,684149.18,16.17,78.35,8.18,27.5,68.17
2001,3.01,0.48,6.6,119.4,6993.59,7121.3,38.84,191784874.3,71505632.22,57533.5,57530.0,4105.5,1901.68,4105.0,0.91,0.99,7353858488.63,190.63,0.02,14184000000.0,0.56,4171.7,179297.78,14.91,77.06,7.56,25.94,68.69
2002,2.92,0.56,7.0,93.5,6970.97,7098.3,26.75,187393858.73,71535945.79,56364.5,56361.0,8330.0,994.84,8330.0,0.89,0.99,7353143823.52,189.85,0.02,14382000000.0,0.62,5264.23,226540.06,15.94,77.82,15.84,26.85,68.71
2003,1.6,1.5,6.3,95.1,6990.79,7115.6,27.75,183596749.61,71746356.35,60001.0,59995.0,4212.0,,4211.5,0.89,0.99,7353488740.85,190.8,0.02,14221000000.0,0.57,15020.68,698819.05,15.79,86.31,8.01,26.4,68.52
2004,2.76,0.03,6.2,93.0,7006.88,7135.3,29.84,204532515.59,71759505.53,52651.0,52650.0,8078.5,1002.66,8077.5,0.89,0.99,7353942267.35,189.83,0.02,14310000000.0,0.58,5346.14,235577.34,16.28,76.35,16.05,27.08,68.63
2005,1.77,0.02,6.2,93.4,7001.39,7129.7,29.19,182318464.95,71141628.14,62842.0,62837.0,16881.0,992.94,16881.0,0.89,0.99,7353715854.74,187.48,0.02,11057000000.0,0.48,4731.7,486235.74,14.31,86.2,14.23,27.05,68.37
2006,2.94,0.03,7.2,132.6,7017.65,7142.2,27.65,184581943.68,71837287.35,55937.5,55932.0,5468.5,1440.54,5468.5,0.9,0.99,7354362485.92,190.49,0.02,14493000000.0,0.57,5562.53,242570.38,16.55,82.25,11.11,25.97,68.63
2007,2.9,0.03,6.5,99.8,7003.94,7136.1,33.98,187593955.48,71779102.38,53845.5,53845.0,5436.0,1441.51,5436.0,0.89,0.99,7353235791.13,189.91,0.02,14169000000.0,0.54,5607.3,246015.96,16.96,81.55,11.38,27.79,68.65
2008,3.35,0.02,6.4,101.2,6982.99,7111.4,30.5,191616187.9,71430649.38,52931.0,52925.5,5356.0,1430.77,5356.0,0.89,0.99,7353948793.02,190.35,0.02,13482000000.0,0.56,4256.29,183861.31,17.15,81.15,11.58,25.15,68.75
2009,1.87,0.02,6.0,85.2,6986.32,7109.7,25.99,187317449.88,71030383.82,58080.0,58067.0,15756.0,993.85,15748.0,0.9,0.99,7353605073.45,187.23,0.02,10571000000.0,0.47,4953.72,454808.75,15.0,81.71,14.89,26.45,68.3
2010,2.99,0.03,7.0,107.0,7001.67,7132.1,27.02,186111956.3,71689068.68,52639.0,52633.5,5292.0,1436.08,5291.0,0.9,0.99,7353418708.56,190.36,0.02,13616000000.0,0.55,5659.6,249881.09,16.81,79.45,11.32,26.22,68.65
2011,2.02,0.03,6.8,87.6,7005.25,7136.6,23.48,192591589.78,71860517.08,54079.0,54068.0,8175.5,991.65,8175.0,0.9,0.99,7354221118.06,190.04,0.02,14128000000.0,0.58,7260.53,333219.87,16.26,79.9,16.17,25.48,68.61
2012,1.95,0.03,6.5,89.3,7006.18,7134.2,24.78,189092204.01,71844280.55,53546.5,53544.0,8142.0,992.36,8142.0,0.9,0.99,7354414235.15,190.06,0.02,14331000000.0,0.59,7174.88,327461.06,16.4,80.22,16.31,25.82,68.55
2013,2.99,0.03,6.5,69.9,7009.83,7137.2,19.48,189327746.19,71668450.58,54928.5,54923.0,5415.0,1429.0,5414.0,0.89,0.99,7354666244.65,190.2,0.02,13670000000.0,0.55,3968.69,173547.27,15.99,79.71,10.8,25.39,68.78
2014,2.85,0.03,6.7,81.3,7006.74,7140.7,23.34,182288971.49,71661596.95,52771.0,52764.0,5353.0,1443.45,5352.5,0.88,0.99,7353389204.95,190.12,0.02,13713000000.0,0.56,5240.9,232730.72,15.89,74.75,10.64,24.73,68.65
2015,2.3,0.73,6.2,83.5,7012.18,7138.7,21.61,196407014.4,71926371.96,56804.5,56799.5,7595.0,1053.91,7594.0,0.89,0.99,7354676872.53,190.9,0.02,14274000000.0,0.59,6537.96,296257.41,15.66,82.36,14.63,26.12,68.69
2016,2.26,0.02,5.8,66.7,6996.05,7122.8,18.73,189477125.05,70906336.92,60023.0,60023.0,5120.0,1758.65,5118.0,0.89,0.99,7352809772.99,186.87,0.01,9991000000.0,0.43,3529.36,321848.06,15.58,89.94,9.21,25.92,68.31
2017,1.49,0.04,6.6,87.6,6965.19,7084.2,25.5,186244605.52,71658359.27,53282.5,53280.0,5446.5,,5445.5,0.91,0.99,7353596341.53,190.27,0.02,14265000000.0,0.59,15805.54,742262.67,16.45,78.34,11.06,25.38,68.55
2018,1.88,0.76,6.8,90.8,7021.98,7152.3,18.92,194819587.4,71835053.68,59170.0,59166.0,8248.0,991.4,8246.5,0.89,0.99,7355228405.14,190.1,0.02,14573000000.0,0.58,7033.25,321932.66,15.74,85.21,15.67,27.08,68.7
2019,2.25,0.03,6.7,82.2,7017.54,7153.0,23.91,181838713.99,71880319.36,53228.5,53225.5,8091.0,991.45,8090.5,0.89,0.99,7353747815.95,189.88,0.02,14163000000.0,0.58,6406.61,321986.91,14.63,78.35,14.57,26.45,68.68
2020,2.7,0.03,6.7,89.6,7002.14,7131.2,26.43,186974137.38,71701539.11,52632.0,52630.5,5262.0,1427.38,5261.5,0.89,0.99,7353560641.16,190.44,0.02,13093000000.0,0.55,5424.63,237847.34,16.07,79.76,10.86,26.0,68.64
2021,1.27,1.54,6.8,78.1,6997.58,7124.0,20.84,182412508.47,71851694.62,58835.0,58830.5,4117.5,,4116.5,0.9,0.99,7354521550.35,190.27,0.02,13969000000.0,0.54,13603.97,714856.96,14.31,84.93,7.25,25.2,68.67
2022,1.5,0.02,5.9,80.5,6987.11,7110.7,21.59,192454488.91,71042133.52,58401.0,58399.0,15457.0,991.45,15455.0,0.89,0.99,7353645990.01,187.25,0.02,10487000000.0,0.47,4996.06,464429.77,15.11,86.44,15.03,27.05,68.24
2023,3.0,0.03,6.7,96.3,7010.84,7141.9,24.26,186437156.26,71815907.61,51530.5,51526.5,8068.0,991.72,8067.5,0.9,0.99,7354587148.41,190.18,0.02,14158000000.0,0.59,5403.04,236535.16,16.33,77.6,16.25,27.27,68.67
2024,3.57,0.03,7.2,92.7,7009.39,7140.9,26.36,184495700.01,71788593.94,58730.5,58728.5,4346.5,1901.19,4346.5,0.91,0.99,7354176415.81,190.63,0.02,14095000000.0,0.54,4209.3,201343.48,15.03,82.63,7.62,25.86,68.72
2025,1.99,0.72,6.6,73.1,7005.03,7132.7,18.6,194152644.46,71830635.73,57325.0,57321.0,8093.5,991.21,8093.0,0.9,0.99,7353762583.27,190.31,0.02,14438000000.0,0.59,6957.47,314069.41,15.9,83.93,15.82,24.78,68.56
2026,3.0,0.03,6.9,108.0,6989.93,7119.9,33.5,184602142.07,71605137.97,51447.5,51441.5,7860.5,1000.68,7857.0,0.89,0.99,7353793449.12,190.08,0.02,13540000000.0,0.58,5500.68,241614.41,16.72,78.61,16.52,25.56,68.61
2027,1.85,0.02,5.8,67.1,6998.48,7123.0,18.69,193272617.56,70995525.79,67617.0,67616.0,5610.0,1747.23,5609.0,0.89,0.99,7353456788.95,187.56,0.01,10252000000.0,0.41,5398.7,494755.49,17.4,107.07,10.37,27.37,68.33
2028,2.21,0.03,6.8,71.4,7008.61,7136.8,17.89,180506511.32,71826560.08,51956.0,51949.0,7880.0,993.58,7879.0,0.89,0.99,7353789396.56,190.28,0.02,13700000000.0,0.58,6573.23,300737.31,15.04,74.09,14.95,23.69,68.54
2029,2.78,0.03,6.5,76.5,7002.58,7129.6,20.58,188060820.3,71761572.35,56979.5,56975.5,5630.0,1433.58,5630.0,0.9,0.99,7354664395.25,190.86,0.02,14041000000.0,0.56,4911.05,242473.51,14.82,83.1,9.98,25.63,68.69
2030,1.45,0.04,6.5,78.9,7014.96,7137.9,19.89,186356927.41,72115922.4,56106.0,56103.0,5592.5,,5592.5,0.91,0.99,7354488797.87,190.33,0.02,14942000000.0,0.58,16528.39,773186.36,17.18,84.32,11.61,24.96,68.61
2031,3.01,0.58,6.7,83.7,7017.59,7143.5,20.18,196186430.07,71842812.67,61077.0,61070.5,5611.0,1435.71,5611.0,0.9,0.99,7355152793.6,191.37,0.02,14750000000.0,0.56,5308.56,231765.86,15.78,85.64,10.62,28.52,68.68
2032,2.24,0.03,6.1,76.9,7004.9,7132.1,21.24,192807171.13,71797143.91,50737.5,50733.5,7793.5,996.5,7792.0,0.89,0.99,7353879331.68,190.1,0.02,13695000000.0,0.57,6577.35,299340.36,15.08,71.02,14.95,23.65,68.6
2033,3.29,0.37,6.7,92.0,7008.92,7136.8,29.57,185238296.43,71673463.11,58659.5,58651.5,4113.5,1910.43,4111.5,0.89,0.99,7354514338.91,190.31,0.02,13479000000.0,0.55,3096.1,135615.18,15.14,79.89,7.66,25.08,68.74
2034,2.1,0.03,6.4,84.9,7010.71,7140.6,24.21,190671759.65,71896415.72,52179.0,52176.5,8047.0,991.25,8046.0,0.89,0.99,7353978777.6,190.16,0.02,14234000000.0,0.59,6910.05,314156.55,15.78,73.36,15.71,26.29,68.56
2035,3.3,0.44,6.5,82.8,7009.83,7136.4,23.69,192189865.6,71674743.15,59627.0,59623.0,5594.0,1428.29,5593.0,0.89,0.99,7354391573.72,190.41,0.02,14302000000.0,0.57,3999.41,173351.9,16.12,84.62,10.88,25.09,68.71
2036,2.07,0.03,6.8,76.6,6947.83,7098.5,23.34,180615551.8,71307778.07,53775.5,53767.0,7975.0,991.55,7974.0,0.89,0.99,7338679637.33,187.9,0.02,14031000000.0,0.57,7311.52,330318.82,16.7,76.64,16.62,25.01,68.15
2037,2.55,0.55,6.8,104.2,7013.03,7146.7,28.83,187608712.3,71611333.64,58299.5,58299.0,5203.5,1496.34,5203.0,0.89,0.99,7354097871.9,190.32,0.02,13625000000.0,0.55,5200.95,233739.27,15.93,83.3,10.25,26.42,68.68
2038,2.69,0.02,6.5,95.4,7003.71,7128.5,29.81,199385950.38,71618720.39,54554.5,54549.5,4625.5,1686.52,4625.0,0.89,0.99,7354426991.71,190.44,0.02,13526000000.0,0.57,4728.17,210711.43,15.71,77.15,8.94,25.65,68.68
2039,1.26,0.04,6.5,98.6,6995.61,7122.0,26.31,184864875.01,71918827.35,54369.0,54367.5,8276.0,,8276.0,0.89,0.99,7354509740.22,190.14,0.02,14515000000.0,0.61,15690.25,737936.79,16.0,79.62,15.92,25.67,68.55
2040,2.85,0.56,6.4,91.0,7001.11,7131.1,28.97,190889951.27,71578444.72,55967.5,55962.5,5332.0,1435.49,5332.0,0.89,0.99,7353978864.48,190.88,0.02,13587000000.0,0.56,5082.93,219826.81,15.33,76.69,10.33,26.12,68.67
2041,3.61,0.03,6.2,81.7,7006.94,7135.8,25.95,192386867.86,71643271.8,56894.0,56884.5,5566.0,1433.68,5566.0,0.89,0.99,7354763478.11,190.49,0.02,14164000000.0,0.54,3932.54,169409.93,15.88,79.68,10.69,27.11,68.75
2042,2.16,0.03,6.5,72.6,7007.4,7135.3,20.91,186752236.75,71848438.71,53783.5,53778.0,8146.0,990.96,8145.5,0.89,0.99,7354006981.04,190.14,0.02,13914000000.0,0.58,6638.83,298959.3,15.18,73.97,15.11,25.19,68.56
2043,2.96,0.03,6.9,70.0,7007.44,7137.9,18.14,184281395.01,71686599.83,54886.5,54883.0,8023.0,994.14,8021.0,0.89,0.99,7354180620.41,189.75,0.02,13365000000.0,0.54,5403.04,233633.79,16.34,81.21,16.25,26.63,68.69
2044,2.27,0.03,6.3,85.5,6989.12,7115.6,26.6,192432059.73,71782910.88,53224.0,53220.0,8173.5,991.51,8172.5,0.9,0.99,7354607572.56,191.32,0.02,14108000000.0,0.6,7488.24,339418.18,17.1,80.67,17.03,25.21,68.57
2045,2.72,0.03,6.7,89.3,6979.59,7107.8,24.33,185065673.38,71537354.25,50102.0,50095.5,7667.0,1002.75,7666.5,0.89,0.99,7353479230.06,190.15,0.02,13447000000.0,0.58,4969.01,217675.07,15.13,72.07,14.92,24.79,68.64
2046,1.12,0.03,5.9,84.6,6997.88,7126.4,22.1,181049287.52,71281759.57,59391.0,59382.0,16618.0,,16616.0,0.89,0.99,7353025024.0,187.68,0.02,10785000000.0,0.48,15132.69,1588361.4,15.41,92.78,15.33,25.3,68.34
2047,3.14,0.49,6.6,72.9,6969.8,7098.9,22.15,184862234.17,71345696.51,60515.5,60515.5,4645.0,1700.33,4644.0,0.9,0.99,7354354616.63,190.33,0.02,13960000000.0,0.55,4383.95,188834.34,14.93,78.88,8.4,25.72,68.64
2048,3.38,0.02,6.6,95.8,7021.68,7150.4,28.45,181783560.9,71664610.98,52981.5,52976.5,3812.5,1980.4,3812.5,0.89,0.99,7353696826.96,190.42,0.02,13668000000.0,0.54,4053.03,195611.72,15.12,81.75,7.34,25.68,68.68
2049,2.93,0.03,7.0,109.7,7007.29,7138.7,33.03,184411847.29,71690119.22,52138.5,52136.5,5256.5,1428.19,5256.5,0.89,0.99,7353446400.0,190.34,0.02,13241000000.0,0.55,5455.38,238332.25,16.15,77.88,10.92,25.1,68.62
2050,1.39,0.04,6.4,72.3,6972.16,7111.0,21.37,190899954.4,71705096.47,57543.0,57531.0,8458.0,,8458.0,0.9,0.99,7346421521.07,188.77,0.02,14837000000.0,0.59,16464.91,764709.69,16.78,86.02,16.68,25.64,68.27
2051,2.78,0.03,6.9,87.3,7008.13,7132.9,23.72,187953471.65,71753764.55,53421.0,53419.0,5420.5,1429.58,5420.5,0.9,0.99,7354980178.23,190.49,0.02,13892000000.0,0.56,5118.11,228452.87,15.2,73.23,10.24,26.03,68.7
2052,3.26,0.03,6.6,83.2,7010.03,7139.9,31.31,187322494.19,71585801.98,55198.5,55194.5,4049.0,1900.5,4048.0,0.89,0.99,7354404848.48,191.01,0.02,13136000000.0,0.53,4512.25,193096.39,16.13,80.97,8.17,27.51,68.68
2053,2.97,0.56,7.0,81.2,7017.25,7149.5,22.59,180157133.93,71779901.16,56419.5,56416.5,5406.0,1438.63,5405.5,0.89,0.99,7354445768.15,190.91,0.02,13585000000.0,0.56,4904.9,212835.18,14.84,72.87,9.97,26.21,68.76
2054,1.16,0.04,6.8,80.7,7016.73,7144.2,18.23,182959783.0,72084842.19,53150.5,53148.5,7893.0,,7891.0,0.89,0.99,7354375757.58,190.08,0.02,14430000000.0,0.58,14563.11,769912.58,14.84,84.97,14.76,26.39,68.65
