run_index,Latency,Throughput,gc_collection_count,gc_collection_time,jvm_loaded_class_count,jvm_total_loaded_class_count,last_gc_info_duration,memory_heap_usage_used,memory_non_heap_usage_used,network_request_FetchConsumer_ResponseSendTimeMs,network_request_FetchConsumer_TotalTimeMs,network_request_Produce_ResponseSendTimeMs,network_request_Produce_TemporaryMemoryBytes,network_request_Produce_TotalTimeMs,network_socket_FetchConsumer_NetworkProcessorAvgIdlePercent,network_socket_FetchConsumer_RequestHandlerAvgIdlePercent,os_committed_vm_size,os_open_fd_count,os_process_cpu_load,os_process_cpu_time,os_system_cpu_load,server_broker_topics_AllTopicsBytesIn,server_broker_topics_AllTopicsBytesOut,server_broker_topics_AllTopicsMessagesIn,server_broker_topics_TotalFetchRequestsPerSec,server_broker_topics_TotalProduceRequestsPerSec,server_purgatory_NumDelayedFetchRequests,threading_thread_count
648,2.04,0.03,6.5,73.5,7013.2,7143.9,16.3,186315644.32,71876336.68,55990.0,55983.5,8337.5,990.95,8336.5,0.89,0.99,7353662830.16,190.73,0.02,14169000000.0,0.58,6675.89,340709.44,15.24,84.08,15.17,25.15,68.63
649,1.21,0.04,6.4,64.6,6988.79,7114.8,14.97,188951166.53,71754764.3,52614.5,52607.5,5316.0,,5315.5,0.9,0.99,7353850817.94,190.5,0.02,13852000000.0,0.56,15276.67,726068.89,15.9,78.38,10.71,28.12,68.57
650,2.51,0.55,6.7,86.5,6988.4,7121.8,24.41,182459984.28,71573995.21,58722.0,58714.0,5486.5,1424.35,5485.0,0.89,0.99,7352427858.23,190.63,0.02,13990000000.0,0.56,4567.43,238138.7,13.78,79.81,9.29,24.23,68.66
651,2.25,0.03,6.6,67.9,7013.21,7144.3,16.17,182845668.68,71896182.79,52759.5,52755.0,8078.5,991.67,8078.5,0.9,0.99,7354308753.84,190.6,0.02,14016000000.0,0.58,6160.95,311601.31,14.08,75.72,14.01,25.09,68.67
652,3.01,0.02,6.5,73.3,6973.03,7103.7,19.48,188053550.21,71391388.62,55039.0,55031.5,5433.5,1436.69,5433.5,0.89,0.99,7351874227.98,189.91,0.02,13813000000.0,0.55,4075.4,177705.6,16.46,78.08,11.08,25.81,68.6
653,1.99,0.03,6.9,72.1,7001.49,7130.8,17.5,198699703.55,71774043.53,54961.0,54957.0,8306.0,993.46,8305.5,0.89,0.99,7353582362.38,190.16,0.02,14212000000.0,0.58,6591.57,335782.84,14.75,79.85,14.67,24.94,68.62
654,3.32,0.02,6.7,87.9,7004.05,7135.5,21.96,181187325.92,71765948.48,51607.0,51604.0,5283.5,1430.79,5283.5,0.84,0.99,7353895700.17,190.19,0.02,13961000000.0,0.56,4230.38,184820.91,17.06,81.3,11.52,24.94,68.67
655,3.63,0.02,6.2,71.8,7001.85,7134.7,22.11,187006592.28,71526968.56,50820.0,50814.0,4390.0,1696.19,4389.0,0.89,0.99,7353859916.02,190.28,0.02,13380000000.0,0.55,3708.61,157368.72,16.86,79.45,9.55,24.55,68.72
656,3.53,0.02,6.8,81.5,7012.77,7143.6,21.83,188430736.21,71679889.35,54115.5,54111.0,4191.0,1895.75,4191.0,0.89,0.99,7354423938.33,190.7,0.02,14102000000.0,0.56,4441.91,188280.71,15.86,75.46,8.06,25.55,68.66
657,2.01,0.72,6.3,64.5,6998.71,7124.4,15.47,191338928.28,71760763.82,58868.5,58865.5,8392.0,990.91,8392.0,0.9,0.99,7354287333.62,190.33,0.02,14883000000.0,0.61,6762.71,309420.67,15.45,80.33,15.38,27.06,68.59
658,2.79,0.02,6.8,75.4,6982.87,7116.2,21.85,180650282.79,71541749.44,54210.0,54202.5,5544.0,1437.32,5543.5,0.89,0.99,7352610344.34,190.56,0.02,14346000000.0,0.57,4573.14,221493.43,13.82,74.15,9.3,24.02,68.65
659,1.43,0.02,5.8,72.0,6982.99,7104.8,18.11,185881281.35,70991599.64,57630.0,57624.0,15629.0,990.97,15627.0,0.89,0.99,7353433832.73,187.05,0.02,11191000000.0,0.49,6981.63,652393.2,15.95,87.22,15.88,28.16,68.3
660,3.08,0.38,6.5,65.2,7006.93,7133.4,17.23,186401876.47,71591592.82,57183.0,57180.5,4158.5,1900.14,4157.0,0.88,0.99,7354296990.25,191.09,0.02,14639000000.0,0.58,3206.48,140169.22,15.66,80.03,7.94,25.81,68.68
661,2.01,0.02,6.0,70.0,6979.48,7109.6,18.98,180594584.14,70935587.41,62902.0,62890.0,8447.0,1417.14,8445.0,0.89,0.99,7352231808.78,187.27,0.02,11149000000.0,0.46,4402.84,400783.53,16.28,91.11,12.4,26.95,68.25
662,1.22,0.04,6.6,92.0,6988.08,7116.4,22.36,181740950.61,71804915.45,51226.5,51224.0,5417.0,,5415.0,0.89,0.99,7351941600.97,190.21,0.02,14811000000.0,0.61,15540.04,738943.29,16.17,76.79,10.88,26.35,68.48
663,3.08,0.56,6.4,73.9,6976.66,7106.0,21.71,196163454.23,71485376.34,54148.0,54141.0,8266.5,991.03,8266.0,0.89,0.99,7350716180.17,189.82,0.02,15085000000.0,0.63,5373.37,232836.38,16.23,74.54,15.47,24.89,68.57
664,2.23,0.03,7.0,82.7,6994.47,7123.5,19.3,197765404.72,71739017.31,49804.5,49796.0,8293.5,990.96,8292.0,0.89,0.99,7352832757.14,190.36,0.02,15037000000.0,0.65,6974.52,314601.87,15.61,69.27,15.54,24.61,68.54
665,3.4,0.02,6.4,76.9,7004.51,7139.4,21.09,187952914.18,71580271.21,51059.0,51054.0,5477.5,1434.28,5477.5,0.9,0.99,7352817530.57,190.29,0.02,14617000000.0,0.59,3947.68,167982.57,15.93,68.19,10.73,24.86,68.68
666,2.19,0.03,6.6,79.3,7010.88,7143.5,18.41,185286585.08,71840844.3,49304.5,49299.5,8023.0,991.95,8023.0,0.89,0.99,7353716642.91,189.94,0.02,15030000000.0,0.62,6746.56,308749.15,15.42,70.51,15.35,26.48,68.54
667,3.02,0.03,7.1,75.1,6989.98,7121.3,14.57,183812375.81,71582946.84,51348.5,51344.5,5526.5,1439.56,5526.0,0.89,0.99,7352332517.62,190.25,0.02,14956000000.0,0.59,5350.4,235991.33,15.93,73.73,10.69,24.9,68.56
668,1.22,0.04,6.5,70.4,6993.03,7121.5,15.85,186511463.81,71767087.67,50132.0,50126.0,5313.5,,5313.0,0.89,0.99,7353106013.09,190.08,0.03,15241000000.0,0.62,15938.61,755822.28,16.59,80.9,11.17,26.02,68.52
669,3.03,0.48,6.9,70.8,6988.65,7117.5,19.01,186285158.99,71395614.96,55538.0,55531.5,4169.0,1901.06,4168.5,0.89,0.99,7352330416.87,190.24,0.02,14844000000.0,0.59,4386.38,191209.91,15.68,74.31,7.95,24.54,68.63
670,1.39,0.04,6.8,81.4,6987.88,7122.4,18.34,180181343.71,71815166.13,49635.0,49628.5,5562.0,,5561.0,0.89,0.99,7353029185.16,190.04,0.03,15496000000.0,0.62,14107.18,743432.31,14.68,71.84,9.89,25.62,68.54
671,1.23,0.04,6.6,82.4,6977.82,7104.5,21.65,181128298.41,71678783.92,50840.5,50835.0,5573.0,,5573.0,0.89,0.99,7352068694.88,190.03,0.02,15488000000.0,0.61,16058.75,757435.16,16.71,76.2,11.28,25.87,68.54
672,2.79,0.52,6.8,69.6,7000.48,7135.0,15.85,189440742.87,71558680.04,54495.0,54490.5,4667.0,1664.71,4666.5,0.89,0.99,7352437071.13,190.07,0.02,14823000000.0,0.6,4213.47,208030.75,13.9,74.92,8.0,25.35,68.67
673,2.13,0.03,6.2,69.7,6999.26,7126.1,19.18,185067563.66,71787955.39,48784.0,48778.5,8078.5,999.36,8076.0,0.89,0.99,7353694332.12,191.2,0.02,15174000000.0,0.63,7019.14,319556.79,16.11,71.46,15.94,26.05,68.58
674,3.1,0.02,6.3,69.0,6993.51,7118.8,20.28,192086396.98,71614227.08,52067.5,52060.0,5709.5,1433.39,5709.5,0.89,0.99,7354630603.25,190.62,0.02,15447000000.0,0.61,5449.47,238547.0,16.45,74.26,11.08,27.06,68.68
675,3.45,0.02,6.7,81.0,6992.01,7118.5,23.22,183662226.75,71538712.81,49896.5,49891.0,5609.5,1431.8,5609.5,0.89,0.99,7354315847.37,190.43,0.02,15118000000.0,0.62,3682.14,177580.41,14.85,71.21,10.01,24.23,68.73
676,1.33,0.04,6.0,73.9,6968.29,7095.6,17.76,195729973.45,71605279.58,48586.0,48579.5,4191.0,,4190.0,0.9,0.99,7352526934.88,189.93,0.03,15955000000.0,0.63,15874.74,717512.57,16.69,70.49,8.44,26.37,68.53
677,2.17,0.03,6.9,110.6,7004.93,7135.5,29.48,198539793.91,71877613.66,46312.0,46306.0,8213.0,990.93,8212.0,0.89,0.99,7352666859.83,190.01,0.03,16073000000.0,0.67,7527.18,342830.17,16.83,69.31,16.76,25.03,68.54
678,3.14,0.03,6.3,94.0,6994.36,7119.2,26.04,194559211.85,71758509.01,46776.0,46770.5,8226.5,1002.53,8224.5,0.9,0.99,7354563940.85,190.42,0.03,16177000000.0,0.67,5553.25,245127.93,16.9,69.83,16.67,25.27,68.68
679,2.29,0.03,6.2,76.2,6987.2,7119.4,19.73,186969918.73,71775784.59,48619.0,48613.5,8428.0,991.17,8426.0,0.89,0.99,7352732637.87,190.18,0.03,16118000000.0,0.66,7643.42,346276.48,17.46,73.52,17.38,25.29,68.55
680,2.86,0.03,6.8,81.6,6982.08,7106.6,17.58,192620041.93,71608300.05,48995.5,48988.5,5761.5,1441.23,5759.5,0.9,0.99,7354761126.01,190.69,0.03,16262000000.0,0.65,5420.09,241287.07,16.13,66.78,10.83,25.24,68.73
681,1.36,1.53,6.2,96.0,6983.07,7111.2,21.08,190478700.52,71714987.32,49813.5,49806.5,6904.0,,6903.5,0.9,0.99,7352840291.3,190.52,0.03,17126000000.0,0.69,15043.99,708510.2,15.53,67.51,12.52,25.61,68.53
682,1.78,0.02,5.8,80.3,6962.72,7092.9,24.36,181353208.57,70782508.85,53788.0,53788.0,8171.0,1400.38,8171.0,0.89,0.99,7351124300.02,187.26,0.02,12637000000.0,0.54,5862.3,525605.84,16.19,80.26,12.42,26.22,68.17
683,1.2,0.03,6.0,117.8,6954.51,7096.5,37.03,176739132.53,70930906.36,45390.0,45383.0,5520.0,,5520.0,0.89,0.99,7347888441.41,186.55,0.02,13085000000.0,0.64,13973.55,1482588.07,14.61,67.38,8.8,27.61,68.17
684,2.58,0.02,7.0,132.1,6980.56,7129.3,35.97,178991978.91,71522068.7,44583.0,44576.5,8910.5,991.8,8910.5,0.89,0.99,7340448686.61,187.92,0.02,17045000000.0,0.78,5077.79,248934.93,15.35,60.13,15.29,25.58,68.3
685,1.99,0.03,6.3,135.4,6952.94,7107.8,35.29,182365527.54,71313671.29,45962.0,45952.0,8917.5,992.26,8916.0,0.88,0.99,7337820763.9,188.6,0.02,17850000000.0,0.77,7079.37,321552.81,16.18,59.02,16.09,26.66,68.16
686,3.1,0.03,6.7,113.0,6951.26,7092.2,29.34,188661531.49,71282557.71,45932.5,45929.0,8493.0,992.29,8492.0,0.87,0.99,7346945809.07,189.4,0.03,16743000000.0,0.72,5594.12,246372.75,16.92,68.46,16.83,25.99,68.4
687,3.56,0.36,6.7,93.2,6965.98,7105.5,23.99,181660841.81,71264163.02,47104.5,47102.5,4114.5,1912.26,4114.0,0.88,0.99,7349273652.75,190.1,0.02,15687000000.0,0.68,3264.88,140122.14,15.99,64.23,8.07,25.38,68.59
688,3.47,0.02,6.6,95.6,6974.62,7120.9,28.29,183787983.04,71392309.62,47288.0,47283.0,4336.5,1891.02,4336.5,0.88,0.99,7346621886.84,189.68,0.02,16158000000.0,0.68,3458.73,145693.59,16.86,67.7,8.57,24.58,68.48
689,1.42,0.03,6.5,94.1,6935.66,7082.1,20.58,181067054.98,71318974.01,44707.5,44696.5,5655.0,,5654.5,0.88,0.99,7342986405.42,188.44,0.03,17155000000.0,0.73,15443.46,684251.56,16.07,62.56,10.82,26.35,68.16
690,1.45,0.04,6.5,112.6,6967.61,7101.3,26.98,179506235.32,71623124.13,39179.0,39172.0,8774.0,,8771.5,0.89,0.99,7346665070.28,189.23,0.02,17062000000.0,0.8,16890.16,783473.2,17.22,57.41,17.15,26.22,68.39
691,4.07,0.02,6.7,140.6,6949.87,7094.7,37.36,180704137.61,71422981.88,43855.0,43842.0,6986.0,1443.12,6984.0,0.89,0.99,7340492804.5,188.36,0.02,17698000000.0,0.88,4212.64,180166.16,17.07,50.33,11.44,29.14,68.39
692,2.87,0.02,7.0,171.7,6940.86,7102.6,39.09,183466876.47,71096234.63,38753.5,38746.5,6274.0,1439.28,6273.5,0.86,0.99,7334553085.37,187.4,0.02,16754000000.0,0.88,5094.2,251306.19,15.16,49.93,10.18,26.88,68.03
693,2.03,0.82,6.9,179.2,6976.61,7138.6,39.59,187662971.64,71520862.14,42698.0,42680.5,9936.5,990.94,9935.0,0.86,0.99,7338057229.13,188.01,0.02,17470000000.0,0.89,7345.25,343859.29,16.45,50.76,16.37,28.84,68.19
694,3.31,0.02,6.4,61.3,7008.26,7137.5,16.76,189227705.37,71680900.07,58324.0,58318.0,5510.0,1430.27,5509.5,0.89,0.99,7354460845.77,190.05,0.02,13066000000.0,0.54,4068.36,171648.74,16.41,85.56,11.07,24.47,68.74
695,1.22,0.04,6.6,160.7,6953.2,7097.3,32.77,179732041.02,71563991.58,48485.5,48471.0,6597.0,,6594.0,0.87,0.99,7340041006.7,188.55,0.02,19204000000.0,0.83,15984.16,717361.55,16.65,61.17,11.17,30.01,68.17
696,3.44,0.02,6.4,160.6,6967.0,7140.2,41.35,184344345.2,71141082.13,36543.0,36537.0,5703.0,1435.09,5702.5,0.86,0.99,7336000136.53,187.58,0.02,16576000000.0,0.85,4219.84,182536.79,17.04,48.59,11.48,26.16,68.2
697,1.23,0.03,6.5,153.0,6947.09,7110.5,42.7,183266196.81,71365247.76,42578.5,42574.0,6160.5,,6159.0,0.87,0.99,7335206056.04,187.66,0.02,17703000000.0,0.82,16264.64,698044.2,16.92,58.72,11.38,27.08,68.06
698,3.38,0.02,6.5,135.8,6955.98,7121.1,28.29,183323628.7,71140642.49,42401.5,42396.5,5720.0,1440.42,5717.5,0.86,0.99,7337520314.42,187.69,0.02,17305000000.0,0.78,4189.04,181807.43,16.93,55.37,11.38,27.09,68.28
699,1.98,0.69,6.5,103.4,6972.08,7147.1,24.14,183338590.48,71356192.86,46735.0,46732.0,8421.0,990.88,8421.0,0.87,0.99,7337845888.66,188.01,0.03,17302000000.0,0.77,6505.08,326815.98,14.86,61.73,14.79,25.34,68.2
700,3.16,0.03,6.8,93.3,6968.16,7105.5,24.9,182720254.7,71426589.01,45616.0,45610.0,8499.0,991.55,8499.0,0.89,0.99,7347727099.35,189.17,0.03,16698000000.0,0.69,5437.77,237575.05,16.44,61.84,16.36,25.33,68.55
701,1.05,0.03,5.8,77.4,6957.13,7089.3,19.04,182969792.27,70997354.67,53053.0,53049.0,17437.0,,17436.0,0.89,0.99,7349267825.26,186.7,0.02,14378000000.0,0.61,15822.61,1498686.3,16.14,74.85,16.06,27.02,68.14
702,3.12,0.02,6.5,49.0,7009.57,7138.1,10.02,200157277.53,71583091.44,54624.5,54619.5,3937.5,1904.33,3937.5,0.89,0.99,7354597543.56,190.45,0.02,12491000000.0,0.52,4502.46,197487.1,16.11,82.85,8.15,25.08,68.65
703,3.29,0.02,6.5,83.9,6947.96,7115.4,24.5,185719836.92,71141981.51,45451.5,45449.0,5602.5,1435.85,5601.0,0.88,0.99,7336924414.69,187.69,0.03,16831000000.0,0.71,3838.61,184398.12,15.48,61.52,10.43,24.84,68.27
704,2.25,0.03,6.9,90.2,6972.77,7129.1,17.66,194847696.55,71521823.34,44546.5,44536.0,8457.0,996.99,8455.0,0.88,0.99,7339805044.84,187.88,0.03,17395000000.0,0.71,7246.84,340031.63,16.23,62.45,16.13,25.33,68.12
705,1.49,0.03,6.6,79.0,6969.21,7106.1,14.46,179625387.23,71593186.09,44082.5,44078.5,4185.5,,4183.5,0.89,0.99,7351377386.28,190.32,0.03,17067000000.0,0.69,13180.46,695001.99,13.87,61.06,7.02,25.57,68.5
706,1.77,0.02,5.9,49.6,6982.52,7112.1,13.72,184545310.21,70875936.16,66067.0,66060.0,8231.0,1423.94,8231.0,0.88,0.99,7353665151.22,187.05,0.01,9708000000.0,0.43,4687.79,429078.64,17.37,104.4,13.19,27.96,68.2
707,2.13,0.03,6.9,64.9,7019.16,7143.9,11.46,196103712.26,71987868.62,57491.0,57488.5,8376.0,991.45,8373.5,0.89,0.99,7354699698.42,190.26,0.02,13939000000.0,0.56,7267.61,328780.75,16.25,82.79,16.17,25.38,68.58
708,3.28,0.02,6.2,60.3,7006.55,7135.5,16.03,197157983.96,71626587.2,57985.5,57979.0,5534.5,1428.57,5531.5,0.88,0.99,7353096083.39,189.99,0.02,13224000000.0,0.52,4057.43,174898.38,16.37,84.12,11.03,26.5,68.67
709,2.87,0.42,6.5,55.3,6938.41,7110.7,11.65,198492041.69,70985649.21,59622.5,59618.0,5364.5,1427.54,5362.5,0.85,0.99,7341794850.13,188.18,0.02,13305000000.0,0.52,3493.16,171134.77,14.08,85.35,9.5,26.21,68.39
710,2.45,0.03,6.7,59.6,7012.64,7142.8,15.32,192474687.13,71593420.88,54979.0,54974.5,5384.5,1431.71,5384.0,0.89,0.99,7353933107.2,191.06,0.02,12834000000.0,0.52,5461.65,243223.9,16.2,80.75,10.93,24.36,68.66
711,2.42,0.57,6.6,61.1,6974.42,7134.6,14.32,204400289.33,71291197.27,60562.5,60554.5,5371.0,1437.01,5369.5,0.87,0.99,7345795208.53,188.82,0.02,13216000000.0,0.52,5053.79,224231.53,15.03,85.15,10.11,25.09,68.36
712,1.25,0.04,6.2,50.7,6993.31,7120.4,12.05,192071073.22,71778669.24,55341.0,55337.0,4114.0,,4113.5,0.89,0.99,7352217060.07,190.94,0.02,13237000000.0,0.53,14888.01,708065.41,15.65,80.79,8.0,25.53,68.55
713,3.24,0.38,6.7,66.1,7002.39,7131.9,18.97,186414178.59,71526501.29,59898.5,59893.0,4023.5,1909.53,4023.5,0.88,0.99,7354202270.25,190.46,0.02,12961000000.0,0.52,3170.0,135974.66,15.52,85.44,7.84,24.97,68.73
714,2.73,0.03,7.0,66.6,7011.14,7141.0,16.52,181721919.04,71738406.84,54538.5,54536.0,7990.0,994.5,7987.5,0.89,0.99,7354208575.61,190.58,0.02,13352000000.0,0.55,4443.43,218704.31,13.46,76.56,13.37,28.08,68.61
715,2.25,0.03,6.5,53.7,6978.03,7151.0,12.15,181214506.46,71392344.69,54379.5,54375.0,7883.5,991.37,7883.0,0.85,0.99,7340241255.71,187.58,0.02,13468000000.0,0.53,6903.15,308998.02,15.77,76.99,15.69,25.18,68.18
716,1.14,0.04,6.5,63.9,7005.14,7131.8,15.35,184572930.02,71901301.75,53899.5,53899.0,8037.0,,8037.0,0.89,0.99,7354659576.24,190.55,0.02,13754000000.0,0.57,15672.56,732357.31,15.98,82.04,15.9,27.13,68.59
717,3.64,0.02,6.5,57.9,7011.78,7141.2,17.04,187975643.81,71568217.96,55396.0,55393.5,4029.0,1911.3,4029.0,0.88,0.99,7354544621.38,190.37,0.02,12837000000.0,0.51,3258.7,139474.12,15.94,81.43,8.06,26.24,68.71
718,3.3,0.02,6.8,60.8,6975.93,7131.6,13.73,180539882.39,71287899.13,56632.5,56627.5,3864.5,1993.29,3864.5,0.87,0.99,7346417629.15,189.1,0.02,12673000000.0,0.49,4414.78,189756.81,16.51,86.71,7.98,25.49,68.44
719,3.26,0.03,6.7,56.8,6984.76,7113.8,14.69,179350496.08,71485394.26,58268.5,58265.5,4212.0,1902.06,4212.0,0.9,0.99,7353530349.38,190.44,0.02,13260000000.0,0.55,4024.49,191568.65,14.62,83.05,7.41,26.07,68.66
720,2.97,0.42,6.5,60.5,6997.28,7136.0,17.5,187496502.27,71601849.71,61781.5,61777.5,5586.5,1432.85,5586.5,0.89,0.99,7350754021.62,189.89,0.02,13748000000.0,0.54,3967.89,172994.91,16.01,86.46,10.79,25.57,68.67
721,3.62,0.02,6.3,64.6,6975.28,7140.2,16.47,185593129.13,71364323.27,55798.5,55794.0,5351.5,1420.72,5351.0,0.85,0.99,7339601321.35,187.87,0.02,13109000000.0,0.51,3899.75,170312.1,15.74,80.18,10.6,26.18,68.23
722,3.4,0.02,6.4,51.5,7006.14,7137.1,10.24,188441148.08,71529520.58,57767.0,57763.5,4180.5,1904.45,4180.5,0.88,0.99,7354733338.38,191.23,0.02,12969000000.0,0.51,3235.75,137792.56,15.81,81.22,8.01,26.03,68.73
723,2.19,0.03,6.3,58.0,7003.02,7133.3,14.81,186532282.03,71822724.68,52971.0,52966.5,7751.5,990.92,7749.5,0.89,0.99,7354307310.93,190.09,0.02,13234000000.0,0.56,7262.44,328428.45,16.59,83.66,16.51,25.79,68.58
724,0.97,0.03,5.5,49.2,6956.27,7117.9,13.27,183338062.45,70810999.69,59699.0,59694.0,7737.0,,7737.0,0.87,0.99,7343304639.31,186.14,0.01,9887000000.0,0.41,15697.87,1509640.44,16.25,93.94,12.38,26.53,68.02
725,3.6,0.02,6.8,61.1,7007.42,7142.3,15.4,184930950.91,71537802.56,56582.5,56574.0,4076.5,1899.41,4075.5,0.88,0.99,7353812262.79,191.03,0.02,12937000000.0,0.52,3049.22,144547.7,14.89,85.59,7.54,25.75,68.71
726,3.53,0.02,6.9,74.4,7011.58,7142.8,20.95,184681536.07,71627518.13,55896.5,55894.0,4048.5,1905.69,4048.5,0.89,0.99,7354724752.29,191.11,0.02,12811000000.0,0.52,4479.86,188838.07,16.02,82.47,8.12,25.08,68.72
727,2.74,0.57,6.7,69.5,6980.99,7134.7,15.69,198552038.16,71388175.32,61284.0,61282.5,5441.5,1435.92,5440.5,0.88,0.99,7348348692.17,189.2,0.02,13477000000.0,0.52,5482.59,243796.93,16.29,90.34,10.96,27.13,68.45
728,1.46,0.02,5.8,61.5,7005.8,7130.4,13.17,198002242.53,71202665.27,63961.0,63960.0,16583.0,990.98,16583.0,0.89,0.99,7354528187.73,187.16,0.02,10464000000.0,0.47,7293.56,676763.92,16.32,93.12,16.24,27.86,68.32
729,2.93,0.03,6.9,64.7,6988.7,7120.5,15.68,188599008.02,71543999.22,53571.5,53564.0,5231.0,1428.43,5229.0,0.88,0.99,7353524736.0,190.23,0.02,12895000000.0,0.54,5055.06,223196.92,14.99,75.82,10.12,26.18,68.68
730,1.39,0.04,6.6,59.8,6990.79,7115.9,13.52,181719720.74,71805848.94,56174.0,56171.5,5418.5,,5418.0,0.89,0.99,7353529666.72,190.24,0.02,13708000000.0,0.55,15837.67,739601.74,16.47,87.27,11.12,25.46,68.57
731,2.22,0.03,6.2,78.3,6966.74,7135.6,20.64,186036024.79,71364961.91,54699.5,54695.0,7925.0,993.54,7924.5,0.86,0.99,7344080504.78,189.53,0.02,13536000000.0,0.54,6921.57,315950.88,15.83,80.8,15.74,26.27,68.24
732,3.03,0.03,6.7,59.8,6982.4,7133.4,13.95,183294350.35,71493361.34,58789.0,58786.0,5580.0,1433.06,5579.5,0.87,0.99,7348342405.43,189.86,0.02,13375000000.0,0.52,5299.1,229795.42,16.01,83.62,10.77,24.4,68.48
733,3.55,0.46,6.9,59.4,6967.06,7133.7,13.89,190533054.09,71237804.71,62330.0,62323.0,4175.0,1909.59,4172.5,0.85,0.99,7344185438.52,189.56,0.02,13195000000.0,0.5,3997.78,184520.05,14.31,89.12,7.24,25.23,68.37
734,3.05,0.02,6.9,62.4,7018.31,7149.2,12.81,187755741.68,71620314.48,56761.0,56757.0,4116.5,1893.27,4116.5,0.89,0.99,7352500894.25,190.96,0.02,12989000000.0,0.51,3822.8,191637.94,13.66,79.06,6.93,25.5,68.68
735,1.2,0.04,6.1,45.3,6960.85,7117.2,10.16,193753313.57,71456062.36,56782.0,56779.0,5485.0,,5484.0,0.87,0.99,7345886029.46,189.12,0.02,13530000000.0,0.54,15442.16,726538.61,16.06,84.54,10.82,26.28,68.3
736,2.7,0.51,6.6,96.0,7001.79,7130.3,20.99,201061091.18,71676191.3,57989.5,57985.0,5211.0,1433.05,5210.0,0.84,0.99,7354370550.69,190.65,0.02,13521000000.0,0.53,5634.72,249687.95,16.73,92.63,11.27,25.07,68.66
737,3.33,0.02,6.4,50.7,6954.11,7124.6,12.41,192043754.27,71019599.99,56365.5,56360.5,4070.0,1904.47,4069.5,0.86,0.99,7344488610.79,188.4,0.02,12651000000.0,0.51,3075.0,146107.51,15.02,85.78,7.61,30.27,68.45
738,1.2,0.04,6.4,52.9,6963.81,7131.1,10.07,183439175.46,71524916.28,52892.5,52889.5,7859.5,,7859.0,0.86,0.99,7344364237.52,188.54,0.02,13627000000.0,0.54,16516.77,788162.49,16.84,83.71,16.76,25.23,68.27
739,1.21,0.03,6.6,87.5,7008.52,7135.9,21.65,183779623.42,72096089.58,58171.5,58164.5,4258.0,,4257.5,0.84,0.99,7354147079.76,190.49,0.02,14168000000.0,0.54,16701.74,785997.23,17.56,91.71,8.88,26.76,68.6
740,1.24,1.42,6.8,55.9,7000.25,7128.8,10.09,181292304.83,71774104.19,60289.0,60287.5,4123.5,,4123.5,0.89,0.99,7353633425.84,190.49,0.02,13651000000.0,0.54,15247.53,721629.46,16.04,89.47,8.15,26.57,68.52
741,2.71,0.03,6.7,81.6,6969.89,7138.5,19.71,186594436.19,71123703.3,56376.0,56372.5,5455.5,1432.26,5455.5,0.85,0.99,7340078662.89,187.88,0.02,13762000000.0,0.54,5587.65,241771.82,16.59,84.17,11.17,25.14,68.17
742,1.17,0.04,6.6,59.1,6996.91,7125.8,11.19,183530154.41,71791407.05,55911.0,55906.0,5442.5,,5442.5,0.89,0.99,7353819685.24,190.52,0.02,13847000000.0,0.56,13932.33,736855.45,14.49,83.58,9.77,24.87,68.63
743,3.03,0.03,6.3,47.4,7013.57,7140.2,12.87,191126385.91,71741388.41,56144.0,56142.5,5437.5,1435.1,5437.5,0.89,0.99,7355221600.19,190.83,0.02,13523000000.0,0.54,5343.28,231887.44,16.13,82.07,10.86,25.95,68.69
744,1.87,0.02,5.6,39.1,6999.62,7123.2,8.33,187842861.7,71004235.49,67738.0,67737.0,5507.0,1765.26,5507.0,0.89,0.99,7353787382.69,187.83,0.01,9752000000.0,0.41,4977.54,455672.82,16.41,102.63,9.7,26.62,68.28
745,2.06,0.03,6.8,62.7,7005.37,7135.1,15.92,183055349.85,71806961.53,56885.5,56883.5,8253.0,999.42,8252.5,0.89,0.99,7353946651.93,190.41,0.02,13646000000.0,0.55,7382.17,331572.15,16.92,85.66,16.75,23.96,68.57
746,2.73,0.03,6.8,63.8,7006.34,7135.9,15.05,186026745.75,71737444.33,54485.5,54479.0,5238.5,1430.76,5238.5,0.89,0.99,7354298011.15,190.3,0.02,12992000000.0,0.53,5607.21,247691.72,16.62,84.48,11.22,25.17,68.61
747,1.97,0.03,7.2,69.4,6986.37,7152.5,13.85,191173509.27,71482232.18,59162.0,59158.0,8462.0,991.4,8462.0,0.86,0.99,7342679481.11,188.04,0.02,14094000000.0,0.54,6761.26,342837.99,15.13,88.91,15.05,26.9,68.31
748,2.86,0.02,6.1,71.5,7007.07,7137.0,20.49,201159900.34,71519803.72,56186.0,56177.5,4086.0,1898.5,4085.0,0.89,0.99,7354241883.54,190.46,0.02,12991000000.0,0.51,4518.53,193223.15,16.15,82.46,8.19,26.26,68.76
749,1.89,0.02,5.9,53.2,6996.74,7121.5,13.12,188075520.18,70964948.37,65714.0,65712.0,5475.0,1757.78,5473.0,0.88,0.99,7353846237.87,187.61,0.01,9574000000.0,0.41,4634.39,423616.45,15.3,92.14,9.03,30.16,68.27
